DATAFLOW,LAST UPDATE,freq,tra_infr,rep_airp,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,VARNA airport,2022,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,VARNA airport,2023,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2003,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2004,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2006,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2007,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2008,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2009,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2010,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2011,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2012,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2013,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2014,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2015,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2016,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2017,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2018,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2019,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2020,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2021,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2022,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,GENEVA airport,2023,300,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2003,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2004,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2006,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2007,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2008,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2009,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2010,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2011,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2012,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2013,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2014,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2015,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2016,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2017,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2018,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2019,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2020,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2021,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2022,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,ZURICH airport,2023,5000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,BASEL airport,2003,2000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,BASEL airport,2004,2000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,BASEL airport,2006,2000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2003,565,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2004,713,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2005,713,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2006,750,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2007,860,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2008,860,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2009,1080,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2012,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2013,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2014,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2015,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2016,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2017,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2018,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2019,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2020,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2021,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2022,362,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LARNAKA/INTL airport,2023,362,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2003,150,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2004,150,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2005,150,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2006,225,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2007,225,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2008,818,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2009,818,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2010,320,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2011,320,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2012,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2013,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2014,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2015,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2016,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2017,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2018,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2019,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2020,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2021,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2022,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PAFOS/INTL airport,2023,320,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2003,336,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2004,336,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2005,336,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2006,164,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2007,146,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2008,259,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2009,238,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2010,252,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2011,213,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2012,238,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2013,228,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2014,228,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2015,228,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2016,259,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2017,259,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2018,253,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2019,253,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2020,264,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2021,264,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2022,264,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,PRAHA/RUZYNE airport,2023,264,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,BERLIN-BRANDENBURG airport,2012,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,BERLIN-BRANDENBURG airport,2013,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,BERLIN-BRANDENBURG airport,2014,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,BERLIN-BRANDENBURG airport,2015,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,BERLIN-BRANDENBURG airport,2016,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2003,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2004,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2006,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2007,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2008,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2009,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2010,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2011,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2012,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2013,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2014,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2015,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2016,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2021,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2022,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DRESDEN airport,2023,70,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2003,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2004,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2006,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2007,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2008,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2009,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2010,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2011,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2012,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2013,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2014,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2015,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2016,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2021,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2022,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENSTER/OSNABRUECK airport,2023,2400,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2003,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2004,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2006,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2007,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2008,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2009,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2010,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2011,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2012,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2013,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2014,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2015,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2016,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2021,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2022,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,KOELN/BONN airport,2023,1000,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2006,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2007,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2008,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2009,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2010,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2011,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2012,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2013,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2014,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2015,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2016,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2021,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2022,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,DUESSELDORF airport,2023,1600,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2003,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2004,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2006,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2007,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2008,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2009,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2010,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2011,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2012,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2013,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2014,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2015,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2016,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2021,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2022,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,MUENCHEN airport,2023,3192,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,NUERNBERG airport,2012,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,NUERNBERG airport,2013,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,NUERNBERG airport,2014,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,NUERNBERG airport,2015,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,NUERNBERG airport,2016,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,NUERNBERG airport,2021,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,NUERNBERG airport,2022,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,NUERNBERG airport,2023,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LEIPZIG/HALLE airport,2003,560,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LEIPZIG/HALLE airport,2004,560,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LEIPZIG/HALLE airport,2006,560,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LEIPZIG/HALLE airport,2007,560,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LEIPZIG/HALLE airport,2008,560,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LEIPZIG/HALLE airport,2009,560,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LEIPZIG/HALLE airport,2010,560,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LEIPZIG/HALLE airport,2011,560,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LEIPZIG/HALLE airport,2012,560,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Car parking places - short stay,LEIPZIG/HALLE airport,2013,560,,
