DATAFLOW,LAST UPDATE,freq,tra_infr,rep_airp,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/ATATURK airport,2019,320,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2008,104,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2009,104,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2010,104,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2011,104,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2012,104,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2013,66,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2014,143,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2015,143,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2016,143,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2017,143,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2018,143,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2019,143,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2020,143,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2021,143,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2022,143,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,IZMIR/ADNAN MENDERES airport,2023,143,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2010,78,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2011,104,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2012,60,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2013,78,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2014,78,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2015,78,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2016,60,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2017,60,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2018,87,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2019,87,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2020,95,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2021,95,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2022,95,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/DALAMAN airport,2023,147,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,DIYARBAKIR airport,2015,28,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,DIYARBAKIR airport,2016,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,DIYARBAKIR airport,2017,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,DIYARBAKIR airport,2018,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,DIYARBAKIR airport,2019,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,DIYARBAKIR airport,2020,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,DIYARBAKIR airport,2021,24,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,DIYARBAKIR airport,2022,24,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,DIYARBAKIR airport,2023,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,TRABZON airport,2015,36,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,TRABZON airport,2016,34,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,TRABZON airport,2017,34,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,TRABZON airport,2018,33,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,TRABZON airport,2019,33,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,TRABZON airport,2020,36,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,TRABZON airport,2021,36,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,TRABZON airport,2022,36,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,TRABZON airport,2023,36,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,VAN/FERIT MELEN airport,2016,8,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,VAN/FERIT MELEN airport,2017,8,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,VAN/FERIT MELEN airport,2018,17,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,VAN/FERIT MELEN airport,2019,17,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,VAN/FERIT MELEN airport,2020,17,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,VAN/FERIT MELEN airport,2021,17,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,VAN/FERIT MELEN airport,2022,17,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,VAN/FERIT MELEN airport,2023,17,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2008,37,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2009,37,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2010,37,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2011,37,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2012,37,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2013,92,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2014,92,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2015,92,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2016,92,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2017,92,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2018,94,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2019,96,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2020,94,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2021,94,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2022,94,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MUGLA/MILAS-BODRUM airport,2023,96,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SAMSUN/CARSAMBA airport,2015,18,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SAMSUN/CARSAMBA airport,2016,18,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SAMSUN/CARSAMBA airport,2017,18,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SAMSUN/CARSAMBA airport,2018,18,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SAMSUN/CARSAMBA airport,2019,18,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SAMSUN/CARSAMBA airport,2020,18,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SAMSUN/CARSAMBA airport,2021,18,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SAMSUN/CARSAMBA airport,2022,18,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SAMSUN/CARSAMBA airport,2023,18,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/SABIHA GOKCEN airport,2015,96,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/SABIHA GOKCEN airport,2016,124,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/SABIHA GOKCEN airport,2017,128,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/SABIHA GOKCEN airport,2018,128,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/SABIHA GOKCEN airport,2019,128,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/SABIHA GOKCEN airport,2020,160,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/SABIHA GOKCEN airport,2021,160,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/SABIHA GOKCEN airport,2022,160,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/SABIHA GOKCEN airport,2023,160,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/ISTANBUL HAVALIMANI airport,2018,566,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/ISTANBUL HAVALIMANI airport,2019,590,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/ISTANBUL HAVALIMANI airport,2020,591,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/ISTANBUL HAVALIMANI airport,2021,591,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/ISTANBUL HAVALIMANI airport,2022,591,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ISTANBUL/ISTANBUL HAVALIMANI airport,2023,591,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/ALDERGROVE airport,2010,40,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/ALDERGROVE airport,2011,40,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/ALDERGROVE airport,2012,40,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/ALDERGROVE airport,2013,40,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/ALDERGROVE airport,2014,40,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/ALDERGROVE airport,2015,40,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/ALDERGROVE airport,2016,40,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/CITY airport,2010,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/CITY airport,2011,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/CITY airport,2012,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/CITY airport,2013,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/CITY airport,2014,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/CITY airport,2015,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BELFAST/CITY airport,2016,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BIRMINGHAM airport,2010,86,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BIRMINGHAM airport,2011,86,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BIRMINGHAM airport,2012,86,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BIRMINGHAM airport,2013,86,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BIRMINGHAM airport,2014,86,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BIRMINGHAM airport,2015,86,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BIRMINGHAM airport,2016,86,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MANCHESTER airport,2010,220,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MANCHESTER airport,2011,220,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MANCHESTER airport,2012,220,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MANCHESTER airport,2013,220,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MANCHESTER airport,2014,220,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MANCHESTER airport,2015,220,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,MANCHESTER airport,2016,220,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,CARDIFF airport,2010,25,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,CARDIFF airport,2011,25,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,CARDIFF airport,2012,25,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,CARDIFF airport,2013,25,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,CARDIFF airport,2014,25,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,CARDIFF airport,2015,25,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,CARDIFF airport,2016,25,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BRISTOL airport,2008,0,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BRISTOL airport,2010,31,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BRISTOL airport,2011,31,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BRISTOL airport,2012,31,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BRISTOL airport,2013,31,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BRISTOL airport,2014,31,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BRISTOL airport,2015,31,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,BRISTOL airport,2016,31,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LIVERPOOL airport,2010,46,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LIVERPOOL airport,2011,46,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LIVERPOOL airport,2012,46,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LIVERPOOL airport,2013,46,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LIVERPOOL airport,2014,46,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LIVERPOOL airport,2015,46,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LIVERPOOL airport,2016,46,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON LUTON airport,2010,62,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON LUTON airport,2011,62,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON LUTON airport,2012,62,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON LUTON airport,2013,62,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON LUTON airport,2014,62,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON LUTON airport,2015,62,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON LUTON airport,2016,62,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SOUTHAMPTON airport,2016,14,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,SOUTHAMPTON airport,2017,14,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON/CITY airport,2010,10,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON/CITY airport,2011,10,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON/CITY airport,2012,10,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON/CITY airport,2013,10,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON/CITY airport,2014,10,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON/CITY airport,2015,10,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON/CITY airport,2016,10,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON HEATHROW airport,2016,608,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LONDON HEATHROW airport,2017,608,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LEEDS BRADFORD airport,2010,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LEEDS BRADFORD airport,2011,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LEEDS BRADFORD airport,2012,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LEEDS BRADFORD airport,2013,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LEEDS BRADFORD airport,2014,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LEEDS BRADFORD airport,2015,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,LEEDS BRADFORD airport,2016,26,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,NEWCASTLE airport,2010,49,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,NEWCASTLE airport,2011,49,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,NEWCASTLE airport,2012,49,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,NEWCASTLE airport,2013,49,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,NEWCASTLE airport,2014,49,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,NEWCASTLE airport,2015,49,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,NEWCASTLE airport,2016,49,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,EAST MIDLANDS airport,2010,52,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,EAST MIDLANDS airport,2011,52,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,EAST MIDLANDS airport,2012,52,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,EAST MIDLANDS airport,2013,52,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,EAST MIDLANDS airport,2014,52,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,EAST MIDLANDS airport,2015,52,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,EAST MIDLANDS airport,2016,52,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ABERDEEN/DYCE airport,2010,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ABERDEEN/DYCE airport,2011,20,,
ESTAT:AVIA_IF_TYP(1.0),20/02/26 23:00:00,Annual,Check-in facilities - conventional desks,ABERDEEN/DYCE airport,2012,20,,
